,confidence,consensus,id,net spoke 5% similarity,net spoke 95% similarity,net spoke PC1,spoke 5% similarity,spoke 95% similarity,spoke PC1,survey 5% similarity,survey 95% similarity,survey PC1,t,network
GT_j5d27JCC2rTDBr4Yq_1,60.68421052631579,54.78947368421053,j5d27JCC2rTDBr4Yq,-0.08413258890055861,0.2819611296129188,0.16621186147910327,-0.33210558207753677,0.768579040807974,0.35381422780565097,-0.42633967727385413,0.6509796775908251,0.3403020856974647,1,1
GT_yBcW7BjFe59HDfshF_0,62.588235294117645,60.8235294117647,yBcW7BjFe59HDfshF,-0.1041804138541157,0.12809694581118192,0.03462971417310273,-0.2318861148387342,0.6900655593423544,0.3553243502901253,-0.5374858688566453,0.5565315270620788,0.2695197663553252,0,0
GT_yBcW7BjFe59HDfshF_1,73.65,67.25,yBcW7BjFe59HDfshF,-0.09801585568331946,0.1351131615047547,0.08135205449324287,-0.2814904728940707,0.6219445283336934,0.27441465519474334,-0.4763538505820938,0.6997302125465078,0.37952023723548645,1,0
GT_xNo5TvYuoLwYHcgHv_0,58.6,60.55,xNo5TvYuoLwYHcgHv,0.00081843507968435,0.1509645327441007,0.11051381647847065,-0.1918224584045947,0.740242646307302,0.3166084320350915,-0.4659885294115572,0.7144110912627597,0.3540831263203263,0,1
GT_xNo5TvYuoLwYHcgHv_1,61.89473684210526,60.94736842105263,xNo5TvYuoLwYHcgHv,-0.06834178535456047,0.20196224390903306,0.15572473461384312,-0.29628625028503436,0.6997816584838743,0.34941281355588577,-0.5632296001150392,0.5896330317108328,0.34086496075073985,1,1
GT_ETYJ4Ru9uE3Fszkkr_0,49.05555555555556,52.77777777777778,ETYJ4Ru9uE3Fszkkr,-0.03162235262315191,0.0889297466254717,0.060458098894210915,-0.2079386000288115,0.6566182946576353,0.3043533419490424,-0.4012972917806986,0.6017554683686152,0.44969562241423744,0,0
GT_ETYJ4Ru9uE3Fszkkr_1,53.73684210526316,48.26315789473684,ETYJ4Ru9uE3Fszkkr,-0.06432690857916414,0.09179684886410676,0.06086174471379513,-0.2447442336913968,0.6143750101261256,0.25623915545756626,-0.4581496181661069,0.5628661467964168,0.3822407633702243,1,0
GT_L44rB9SbzauAEuMGe_0,60.64705882352941,61.35294117647059,L44rB9SbzauAEuMGe,-0.10008085431806601,0.21755470317153403,0.20814329412655813,-0.22779786890822373,0.8692269873603538,0.43382470009226864,-0.6874486076209235,0.765635233447415,0.5460635166843854,0,1
GT_L44rB9SbzauAEuMGe_1,68.6,68.35,L44rB9SbzauAEuMGe,-0.2008429156730367,0.2737675207410907,0.33743053913906484,-0.36051294546778034,0.8674597216736671,0.5718419862177264,-0.44415827329103186,0.8122083595929256,0.4091212874416496,1,1
GT_e6Kq4iEPeKDdJ3wyk_0,56.0,51.55,e6Kq4iEPeKDdJ3wyk,-0.07539240815652742,0.12376927402274147,0.027916284231867615,-0.14925412428817172,0.7001712197662214,0.2821698940439714,-0.5130798587599391,0.6138620738661806,0.3175044447663692,0,0
GT_e6Kq4iEPeKDdJ3wyk_1,69.0,61.89473684210526,e6Kq4iEPeKDdJ3wyk,-0.12101058951282963,0.20717860303457558,0.1257180081166203,-0.2617136713560483,0.7564766004120081,0.3635542272462749,-0.4883654356865472,0.6931915328255607,0.3888122495613733,1,0
GT_szPuQL8WF5prJP9s7_0,48.75,48.35,szPuQL8WF5prJP9s7,-0.10580986920907878,0.4045304294711863,0.24965124910143102,-0.3691624945854493,0.8502871948250517,0.42996140684936907,-0.41893374769116304,0.7129260274256812,0.35216318842342004,0,1
GT_szPuQL8WF5prJP9s7_1,57.05263157894737,48.73684210526316,szPuQL8WF5prJP9s7,-0.13913503733625932,0.16053188984892452,0.1609666721367792,-0.23698362638734105,0.7698003589195013,0.3517306536730533,-0.4942128066223279,0.7319524160830287,0.39565350944698263,1,1
