,,Result Mean,Result Lower Bound,Result Upper Bound,Effect Size,Effect Upper Bound,Effect Lower Bound,Effect P Value
"('caveman', 'indep')",confidence,56.075477009517265,54.21846881091619,57.94398318713451,0.0,0.0,0.0,
"('caveman', 'indep')",consensus,57.64748595344569,55.74112694931775,59.46045988132095,0.0,0.0,0.0,
"('caveman', 'indep')",net spoke 5% similarity,-0.11509794649572544,-0.13426419468175235,-0.09751946972341406,0.0,0.0,0.0,
"('caveman', 'indep')",net spoke 95% similarity,0.2520838027070468,0.22468715137613143,0.28154188816077047,0.0,0.0,0.0,
"('caveman', 'indep')",net spoke PC1,0.18973985245971528,0.16960887654253393,0.20792900851361232,0.0,0.0,0.0,
"('caveman', 'indep')",spoke 5% similarity,-0.27129136945691035,-0.30919434708790455,-0.23484420128449895,0.0,0.0,0.0,
"('caveman', 'indep')",spoke 95% similarity,0.8039063588128178,0.7826074422973864,0.822882652046414,0.0,0.0,0.0,
"('caveman', 'indep')",spoke PC1,0.38768063345255954,0.36951973637046026,0.406517874141241,0.0,0.0,0.0,
"('caveman', 'indep')",survey 5% similarity,-0.4976048323994304,-0.5299687462965104,-0.46686269550471593,0.0,0.0,0.0,
"('caveman', 'indep')",survey 95% similarity,0.6898413258231973,0.6616296796470702,0.7123073319217191,0.0,0.0,0.0,
"('caveman', 'indep')",survey PC1,0.3801867401087768,0.3573028146177639,0.4029923823104135,0.0,0.0,0.0,
"('caveman', 'inter')",confidence,59.13060428849901,57.243967105263145,60.84721686159844,3.0551272789817676,5.520124125673663,0.6249420937965828,0.016333359879695756
"('caveman', 'inter')",consensus,56.93103313840156,54.84680311890839,58.956605750487334,-0.7164528150441463,1.380522904483429,-2.778806042884991,0.5000564257485862
"('caveman', 'inter')",net spoke 5% similarity,-0.11200747315358887,-0.12864048415215248,-0.09422656703657481,0.0030904733421366097,0.026314165754046638,-0.02045279871997024,0.8079646827609509
"('caveman', 'inter')",net spoke 95% similarity,0.255504651934372,0.23024610880812355,0.2800591505609002,0.003420849227325195,0.04030426972840218,-0.03157959633527743,0.8660835594361231
"('caveman', 'inter')",net spoke PC1,0.1942933759690898,0.17535851040160144,0.21528691409765263,0.004553523509374452,0.027695402363434558,-0.019622462180732735,0.7226986715896395
"('caveman', 'inter')",spoke 5% similarity,-0.30302756710753387,-0.33584655268148716,-0.2632062171860422,-0.0317361976506235,0.028161642296927837,-0.08323079805893671,0.2611856889905205
"('caveman', 'inter')",spoke 95% similarity,0.7773176425560291,0.7575183319406988,0.7978792637356654,-0.02658871625678872,-0.005505589357798658,-0.048691734672443206,0.028842646127547056
"('caveman', 'inter')",spoke PC1,0.39187389944864925,0.3697432932969111,0.41431427523109376,0.00419326599608972,0.029081693985077567,-0.01611271616761203,0.7450326657551383
"('caveman', 'inter')",survey 5% similarity,-0.4915531845428561,-0.5277487606298065,-0.4501747951634806,0.006051647856574075,0.057544045357648684,-0.04264614904369044,0.807713918186339
"('caveman', 'inter')",survey 95% similarity,0.7042487908965804,0.6749981488422538,0.7355425511517762,0.014407465073382997,0.046487342313222386,-0.016044517125613302,0.40835466722223257
"('caveman', 'inter')",survey PC1,0.3626171701389263,0.3424511543184979,0.38222171092087204,-0.01756956996985042,0.008113615511939818,-0.04407931589442078,0.214123836001861
"('dodec', 'indep')",confidence,55.39350303864235,53.07674776401788,57.90403495872034,-0.6819739708748995,2.0907000343997244,-3.613312550166264,0.6453458577645369
"('dodec', 'indep')",consensus,55.89233459465658,53.86839376218324,57.90958956828344,-1.7551513587891305,0.6128655544088965,-4.177689112487102,0.1737225192186978
"('dodec', 'indep')",net spoke 5% similarity,-0.08270362440440898,-0.09788462703002782,-0.06825369704711881,0.03239432209131645,0.05650325837571922,0.01153980684490179,0.009608715672105968
"('dodec', 'indep')",net spoke 95% similarity,0.09596249815300384,0.07597105068681041,0.11377679302749541,-0.15612130455404297,-0.12016613754618416,-0.19015222440237478,2.1265708759147082e-09
"('dodec', 'indep')",net spoke PC1,0.05308933376137789,0.04043007637054447,0.06709171623495416,-0.13665051869833744,-0.10849051191540171,-0.16278507845124515,3.461841289773651e-11
"('dodec', 'indep')",spoke 5% similarity,-0.15766398895734868,-0.19343772736133788,-0.12220334139444142,0.1136273804995618,0.16166096213701525,0.06385449897483086,0.00013240647404893225
"('dodec', 'indep')",spoke 95% similarity,0.6881700285926107,0.6687666183178864,0.7085536517292365,-0.11573633022020707,-0.0895695639792587,-0.140274012466924,4.1888657789116024e-09
"('dodec', 'indep')",spoke PC1,0.29606439467430357,0.2783569468887004,0.3141701390187091,-0.09161623877825598,-0.0659373106225237,-0.11467373242026092,3.734734979518145e-08
"('dodec', 'indep')",survey 5% similarity,-0.4088544287368719,-0.4386658873885477,-0.3763919843165856,0.08875040366255847,0.12650907239584064,0.05250900611304903,0.00012696827197147828
"('dodec', 'indep')",survey 95% similarity,0.6683644432391722,0.6427667366720179,0.6945319335721923,-0.021476882584025008,0.01230694231124821,-0.05471091879720373,0.24601244850710952
"('dodec', 'indep')",survey PC1,0.30806636432206186,0.2904998523574968,0.32647539032810247,-0.07212037578671482,-0.04371914884037381,-0.10156520112084515,4.638595249091232e-05
"('dodec', 'inter')",confidence,57.56182504873295,54.564316520467834,60.34820687134502,1.486348039215687,4.193311962504301,-1.3087242682891855,0.29829110113174645
"('dodec', 'inter')",consensus,55.26843079922027,52.96386184210526,57.69682017543861,-2.3790551542254326,0.004889103887169644,-4.943778508771929,0.06456037278170083
