,start,exposure_id,player_id,game_id,is_treatment_condition,is_spoke,is_link_or_spur,is_prompt,is_in_leads,is_in_deads,n_exposures,n_existing_leads,in_startup,in_peak,in_tail,in_close,n_rim_connections,n_triangle_paths,n_shared_edges,is_link,is_spur,is_exposed_t0,is_held_t0,stop,adopt_event,forget_event,is_caveman_game
2179,0.0,2tiegBWgWvtYAMmFt_cclue_10_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,4,1,0,0,0,1.0,0,0,0,1,0,0,15.347,0,0,0
24019,15.347,2tiegBWgWvtYAMmFt_cclue_10_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,5,1,0,0,0,1.0,0,0,0,1,0,0,30.006,0,0,0
73939,30.006,2tiegBWgWvtYAMmFt_cclue_10_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,5,0,1,0,0,1.0,0,0,0,1,0,0,37.339,0,0,0
111379,37.339,2tiegBWgWvtYAMmFt_cclue_10_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,6,0,1,0,0,2.0,0,0,0,1,0,0,58.959,0,0,0
270499,58.959,2tiegBWgWvtYAMmFt_cclue_10_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,5,0,1,0,0,2.0,0,0,0,1,0,0,68.221,0,0,0
398419,68.221,2tiegBWgWvtYAMmFt_cclue_10_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,6,0,1,0,0,2.0,0,0,0,1,0,0,98.822,0,0,0
672979,98.822,2tiegBWgWvtYAMmFt_cclue_10_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,5,0,1,0,0,2.0,0,0,0,1,0,0,130.49,0,0,0
928819,130.49,2tiegBWgWvtYAMmFt_cclue_10_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,6,0,1,0,0,2.0,0,0,0,1,0,0,145.73,0,0,0
1109779,145.73,2tiegBWgWvtYAMmFt_cclue_10_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,7,0,1,0,0,2.0,0,0,0,1,0,0,149.323,0,0,0
1134739,149.323,2tiegBWgWvtYAMmFt_cclue_10_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,8,0,1,0,0,2.0,0,0,0,1,0,0,156.248,0,0,0
1231459,156.248,2tiegBWgWvtYAMmFt_cclue_10_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,9,0,1,0,0,2.0,0,0,0,1,0,0,156.249,0,0,0
1228339,156.249,2tiegBWgWvtYAMmFt_cclue_10_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,8,0,1,0,0,2.0,0,0,0,1,0,0,156.486,0,0,0
1234579,156.486,2tiegBWgWvtYAMmFt_cclue_10_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,9,0,1,0,0,2.0,0,0,0,1,0,0,180.068,0,0,0
1437379,180.068,2tiegBWgWvtYAMmFt_cclue_10_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,9,0,0,1,0,2.0,0,0,0,1,0,0,182.705,0,0,0
1449859,182.705,2tiegBWgWvtYAMmFt_cclue_10_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,1,9,0,0,1,0,2.0,0,2,0,1,0,0,188.686,0,0,0
1487299,188.686,2tiegBWgWvtYAMmFt_cclue_10_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,1,10,0,0,1,0,2.0,0,2,0,1,0,0,192.463,0,0,0
1512259,192.463,2tiegBWgWvtYAMmFt_cclue_10_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,1,11,0,0,1,0,2.0,0,3,0,1,0,0,194.342,0,0,0
1534099,194.342,2tiegBWgWvtYAMmFt_cclue_10_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,1,11,0,0,1,0,2.0,0,4,0,1,0,0,197.061,0,0,0
1552819,197.061,2tiegBWgWvtYAMmFt_cclue_10_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,1,12,0,0,1,0,3.0,0,4,0,1,0,0,210.997,0,0,0
1630819,210.997,2tiegBWgWvtYAMmFt_cclue_10_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,1,13,0,0,1,0,3.0,0,4,0,1,0,0,218.497,0,0,0
1686979,218.497,2tiegBWgWvtYAMmFt_cclue_10_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,2,13,0,0,1,0,3.0,0,7,0,1,0,0,222.18,0,0,0
1721299,222.18,2tiegBWgWvtYAMmFt_cclue_10_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,2,13,0,0,1,0,3.0,0,8,0,1,0,0,233.92,0,0,0
1793059,233.92,2tiegBWgWvtYAMmFt_cclue_10_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,2,13,0,0,1,0,3.0,0,9,0,1,0,0,265.348,0,0,0
2039539,265.348,2tiegBWgWvtYAMmFt_cclue_10_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,2,13,0,0,1,0,3.0,0,10,0,1,0,0,371.423,0,0,0
2181,0.0,2tiegBWgWvtYAMmFt_cclue_11_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,4,1,0,0,0,0.0,0,0,0,1,0,0,15.347,0,0,0
24021,15.347,2tiegBWgWvtYAMmFt_cclue_11_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,5,1,0,0,0,0.0,0,0,0,1,0,0,30.006,0,0,0
73941,30.006,2tiegBWgWvtYAMmFt_cclue_11_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,5,0,1,0,0,0.0,0,0,0,1,0,0,37.339,0,0,0
111381,37.339,2tiegBWgWvtYAMmFt_cclue_11_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,6,0,1,0,0,0.0,0,0,0,1,0,0,58.959,0,0,0
270501,58.959,2tiegBWgWvtYAMmFt_cclue_11_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,5,0,1,0,0,0.0,0,0,0,1,0,0,68.221,0,0,0
398421,68.221,2tiegBWgWvtYAMmFt_cclue_11_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,6,0,1,0,0,0.0,0,0,0,1,0,0,98.822,0,0,0
672981,98.822,2tiegBWgWvtYAMmFt_cclue_11_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,5,0,1,0,0,0.0,0,0,0,1,0,0,130.49,0,0,0
928821,130.49,2tiegBWgWvtYAMmFt_cclue_11_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,6,0,1,0,0,0.0,0,0,0,1,0,0,145.73,0,0,0
1109781,145.73,2tiegBWgWvtYAMmFt_cclue_11_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,7,0,1,0,0,0.0,0,0,0,1,0,0,149.323,0,0,0
1134741,149.323,2tiegBWgWvtYAMmFt_cclue_11_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,8,0,1,0,0,0.0,0,0,0,1,0,0,156.248,0,0,0
1231461,156.248,2tiegBWgWvtYAMmFt_cclue_11_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,9,0,1,0,0,0.0,0,0,0,1,0,0,156.249,0,0,0
1228341,156.249,2tiegBWgWvtYAMmFt_cclue_11_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,8,0,1,0,0,0.0,0,0,0,1,0,0,156.486,0,0,0
1234581,156.486,2tiegBWgWvtYAMmFt_cclue_11_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,9,0,1,0,0,0.0,0,0,0,1,0,0,180.068,0,0,0
1437381,180.068,2tiegBWgWvtYAMmFt_cclue_11_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,9,0,0,1,0,0.0,0,0,0,1,0,0,188.686,0,0,0
1487301,188.686,2tiegBWgWvtYAMmFt_cclue_11_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,10,0,0,1,0,1.0,0,0,0,1,0,0,192.463,0,0,0
1512261,192.463,2tiegBWgWvtYAMmFt_cclue_11_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,11,0,0,1,0,2.0,0,0,0,1,0,0,197.061,0,0,0
1552821,197.061,2tiegBWgWvtYAMmFt_cclue_11_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,12,0,0,1,0,2.0,0,0,0,1,0,0,210.997,0,0,0
1630821,210.997,2tiegBWgWvtYAMmFt_cclue_11_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,0,13,0,0,1,0,2.0,0,0,0,1,0,0,278.347,0,0,0
2158101,278.347,2tiegBWgWvtYAMmFt_cclue_11_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,1,13,0,0,1,0,2.0,0,7,0,1,0,0,371.423,0,0,0
2182,0.0,2tiegBWgWvtYAMmFt_cclue_11_13,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,1,4,1,0,0,0,0.0,0,0,0,1,1,0,15.347,0,0,0
24022,15.347,2tiegBWgWvtYAMmFt_cclue_11_13,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,1,5,1,0,0,0,0.0,0,0,0,1,1,0,30.006,0,0,0
73942,30.006,2tiegBWgWvtYAMmFt_cclue_11_13,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,1,5,0,1,0,0,0.0,0,0,0,1,1,0,37.339,0,0,0
111382,37.339,2tiegBWgWvtYAMmFt_cclue_11_13,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,1,6,0,1,0,0,0.0,0,0,0,1,1,0,58.959,0,0,0
270502,58.959,2tiegBWgWvtYAMmFt_cclue_11_13,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,1,5,0,1,0,0,0.0,0,0,0,1,1,0,68.221,0,0,0
398422,68.221,2tiegBWgWvtYAMmFt_cclue_11_13,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,1,6,0,1,0,0,0.0,0,0,0,1,1,0,98.822,0,0,0
672982,98.822,2tiegBWgWvtYAMmFt_cclue_11_13,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,1,5,0,1,0,0,0.0,0,0,0,1,1,0,130.49,0,0,0
928822,130.49,2tiegBWgWvtYAMmFt_cclue_11_13,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,1,6,0,1,0,0,0.0,0,0,0,1,1,0,145.73,0,0,0
1109782,145.73,2tiegBWgWvtYAMmFt_cclue_11_13,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,1,7,0,1,0,0,0.0,0,0,0,1,1,0,148.28,0,0,0
1131622,148.28,2tiegBWgWvtYAMmFt_cclue_11_13,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,1,7,0,1,0,0,0.0,0,1,0,1,1,0,149.323,0,0,0
1134742,149.323,2tiegBWgWvtYAMmFt_cclue_11_13,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,1,8,0,1,0,0,0.0,0,1,0,1,1,0,156.248,0,0,0
1231462,156.248,2tiegBWgWvtYAMmFt_cclue_11_13,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,1,9,0,1,0,0,0.0,0,1,0,1,1,0,156.249,0,0,0
1228342,156.249,2tiegBWgWvtYAMmFt_cclue_11_13,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,1,8,0,1,0,0,0.0,0,1,0,1,1,0,156.486,0,0,0
1234582,156.486,2tiegBWgWvtYAMmFt_cclue_11_13,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,1,9,0,1,0,0,0.0,0,1,0,1,1,0,180.068,0,0,0
1437382,180.068,2tiegBWgWvtYAMmFt_cclue_11_13,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,1,9,0,0,1,0,0.0,0,1,0,1,1,0,188.686,0,0,0
1487302,188.686,2tiegBWgWvtYAMmFt_cclue_11_13,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,1,10,0,0,1,0,0.0,0,1,0,1,1,0,192.463,0,0,0
1512262,192.463,2tiegBWgWvtYAMmFt_cclue_11_13,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,1,11,0,0,1,0,0.0,0,1,0,1,1,0,197.061,0,0,0
1552822,197.061,2tiegBWgWvtYAMmFt_cclue_11_13,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,1,12,0,0,1,0,0.0,0,1,0,1,1,0,210.997,0,0,0
1630822,210.997,2tiegBWgWvtYAMmFt_cclue_11_13,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,0,1,0,0,0,1,13,0,0,1,0,0.0,0,1,0,1,1,0,371.423,0,0,0
2114,0.0,2tiegBWgWvtYAMmFt_cclue_1_10,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,4,1,0,0,0,1.0,0,0,0,0,0,0,15.347,0,0,0
23954,15.347,2tiegBWgWvtYAMmFt_cclue_1_10,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,5,1,0,0,0,1.0,0,0,0,0,0,0,30.006,0,0,0
73874,30.006,2tiegBWgWvtYAMmFt_cclue_1_10,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,5,0,1,0,0,1.0,0,0,0,0,0,0,37.339,0,0,0
111314,37.339,2tiegBWgWvtYAMmFt_cclue_1_10,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,6,0,1,0,0,2.0,0,0,0,0,0,0,58.959,0,0,0
270434,58.959,2tiegBWgWvtYAMmFt_cclue_1_10,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,5,0,1,0,0,2.0,0,0,0,0,0,0,68.221,0,0,0
398354,68.221,2tiegBWgWvtYAMmFt_cclue_1_10,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,6,0,1,0,0,2.0,1,0,0,0,0,0,98.822,0,0,0
672914,98.822,2tiegBWgWvtYAMmFt_cclue_1_10,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,5,0,1,0,0,2.0,1,0,0,0,0,0,130.49,0,0,0
928754,130.49,2tiegBWgWvtYAMmFt_cclue_1_10,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,6,0,1,0,0,2.0,1,0,0,0,0,0,145.73,0,0,0
1109714,145.73,2tiegBWgWvtYAMmFt_cclue_1_10,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,7,0,1,0,0,2.0,1,0,0,0,0,0,149.323,0,0,0
1134674,149.323,2tiegBWgWvtYAMmFt_cclue_1_10,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,8,0,1,0,0,2.0,1,0,0,0,0,0,156.248,0,0,0
1231394,156.248,2tiegBWgWvtYAMmFt_cclue_1_10,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,9,0,1,0,0,2.0,1,0,0,0,0,0,156.249,0,0,0
1228274,156.249,2tiegBWgWvtYAMmFt_cclue_1_10,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,8,0,1,0,0,2.0,1,0,0,0,0,0,156.486,0,0,0
1234514,156.486,2tiegBWgWvtYAMmFt_cclue_1_10,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,9,0,1,0,0,2.0,1,0,0,0,0,0,178.865,0,0,0
1427954,178.865,2tiegBWgWvtYAMmFt_cclue_1_10,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,1,9,0,1,0,0,2.0,1,2,0,0,0,0,180.068,0,0,0
1437314,180.068,2tiegBWgWvtYAMmFt_cclue_1_10,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,1,9,0,0,1,0,2.0,1,2,0,0,0,0,188.686,0,0,0
1487234,188.686,2tiegBWgWvtYAMmFt_cclue_1_10,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,1,10,0,0,1,0,2.0,1,2,0,0,0,0,192.463,0,0,0
1512194,192.463,2tiegBWgWvtYAMmFt_cclue_1_10,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,1,11,0,0,1,0,2.0,1,3,0,0,0,0,194.342,0,0,0
1534034,194.342,2tiegBWgWvtYAMmFt_cclue_1_10,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,1,11,0,0,1,0,2.0,1,4,0,0,0,0,197.061,1,0,0
1552754,197.061,2tiegBWgWvtYAMmFt_cclue_1_10,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,1,0,1,12,0,0,1,0,3.0,1,4,0,0,0,0,210.997,0,0,0
1630754,210.997,2tiegBWgWvtYAMmFt_cclue_1_10,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,1,0,1,13,0,0,1,0,3.0,1,4,0,0,0,0,222.18,0,0,0
1721234,222.18,2tiegBWgWvtYAMmFt_cclue_1_10,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,1,0,2,13,0,0,1,0,3.0,1,8,0,0,0,0,224.798,0,0,0
1736834,224.798,2tiegBWgWvtYAMmFt_cclue_1_10,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,1,0,3,13,0,0,1,0,3.0,1,8,0,0,0,0,233.92,0,0,0
1792994,233.92,2tiegBWgWvtYAMmFt_cclue_1_10,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,1,0,3,13,0,0,1,0,3.0,1,9,0,0,0,0,265.348,0,0,0
2039474,265.348,2tiegBWgWvtYAMmFt_cclue_1_10,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,1,0,3,13,0,0,1,0,3.0,1,10,0,0,0,0,371.423,0,0,0
2115,0.0,2tiegBWgWvtYAMmFt_cclue_1_11,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,4,1,0,0,0,0.0,0,0,0,0,0,0,15.347,0,0,0
23955,15.347,2tiegBWgWvtYAMmFt_cclue_1_11,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,5,1,0,0,0,0.0,0,0,0,0,0,0,30.006,0,0,0
73875,30.006,2tiegBWgWvtYAMmFt_cclue_1_11,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,5,0,1,0,0,0.0,0,0,0,0,0,0,37.339,0,0,0
111315,37.339,2tiegBWgWvtYAMmFt_cclue_1_11,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,6,0,1,0,0,0.0,0,0,0,0,0,0,58.959,0,0,0
270435,58.959,2tiegBWgWvtYAMmFt_cclue_1_11,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,5,0,1,0,0,0.0,0,0,0,0,0,0,68.221,0,0,0
398355,68.221,2tiegBWgWvtYAMmFt_cclue_1_11,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,6,0,1,0,0,0.0,0,0,0,0,0,0,98.822,0,0,0
672915,98.822,2tiegBWgWvtYAMmFt_cclue_1_11,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,5,0,1,0,0,0.0,0,0,0,0,0,0,130.49,0,0,0
928755,130.49,2tiegBWgWvtYAMmFt_cclue_1_11,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,6,0,1,0,0,0.0,0,0,0,0,0,0,145.73,0,0,0
1109715,145.73,2tiegBWgWvtYAMmFt_cclue_1_11,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,7,0,1,0,0,0.0,0,0,0,0,0,0,149.323,0,0,0
1134675,149.323,2tiegBWgWvtYAMmFt_cclue_1_11,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,8,0,1,0,0,0.0,0,0,0,0,0,0,156.248,0,0,0
1231395,156.248,2tiegBWgWvtYAMmFt_cclue_1_11,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,9,0,1,0,0,0.0,0,0,0,0,0,0,156.249,0,0,0
1228275,156.249,2tiegBWgWvtYAMmFt_cclue_1_11,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,8,0,1,0,0,0.0,0,0,0,0,0,0,156.486,0,0,0
1234515,156.486,2tiegBWgWvtYAMmFt_cclue_1_11,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,9,0,1,0,0,0.0,0,0,0,0,0,0,180.068,0,0,0
1437315,180.068,2tiegBWgWvtYAMmFt_cclue_1_11,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,9,0,0,1,0,0.0,0,0,0,0,0,0,188.686,0,0,0
1487235,188.686,2tiegBWgWvtYAMmFt_cclue_1_11,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,10,0,0,1,0,0.0,0,0,0,0,0,0,192.463,0,0,0
1512195,192.463,2tiegBWgWvtYAMmFt_cclue_1_11,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,11,0,0,1,0,0.0,0,0,0,0,0,0,197.061,0,0,0
1552755,197.061,2tiegBWgWvtYAMmFt_cclue_1_11,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,12,0,0,1,0,0.0,0,0,0,0,0,0,210.997,0,0,0
1630755,210.997,2tiegBWgWvtYAMmFt_cclue_1_11,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,13,0,0,1,0,0.0,0,0,0,0,0,0,236.759,0,0,0
1817955,236.759,2tiegBWgWvtYAMmFt_cclue_1_11,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,1,13,0,0,1,0,0.0,0,7,0,0,0,0,371.423,0,0,0
2116,0.0,2tiegBWgWvtYAMmFt_cclue_1_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,4,1,0,0,0,0.0,0,0,0,0,0,0,15.347,0,0,0
23956,15.347,2tiegBWgWvtYAMmFt_cclue_1_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,5,1,0,0,0,0.0,0,0,0,0,0,0,30.006,0,0,0
73876,30.006,2tiegBWgWvtYAMmFt_cclue_1_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,5,0,1,0,0,0.0,0,0,0,0,0,0,37.339,0,0,0
111316,37.339,2tiegBWgWvtYAMmFt_cclue_1_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,6,0,1,0,0,0.0,0,0,0,0,0,0,58.959,0,0,0
270436,58.959,2tiegBWgWvtYAMmFt_cclue_1_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,5,0,1,0,0,0.0,0,0,0,0,0,0,68.221,0,0,0
398356,68.221,2tiegBWgWvtYAMmFt_cclue_1_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,6,0,1,0,0,0.0,0,0,0,0,0,0,98.822,0,0,0
672916,98.822,2tiegBWgWvtYAMmFt_cclue_1_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,0,5,0,1,0,0,0.0,0,0,0,0,0,0,125.958,0,0,0
881956,125.958,2tiegBWgWvtYAMmFt_cclue_1_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,1,5,0,1,0,0,0.0,0,2,0,0,0,0,130.49,0,0,0
928756,130.49,2tiegBWgWvtYAMmFt_cclue_1_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,1,6,0,1,0,0,0.0,0,2,0,0,0,0,145.73,0,0,0
1109716,145.73,2tiegBWgWvtYAMmFt_cclue_1_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,1,7,0,1,0,0,0.0,0,2,0,0,0,0,149.323,0,0,0
1134676,149.323,2tiegBWgWvtYAMmFt_cclue_1_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,1,8,0,1,0,0,0.0,0,2,0,0,0,0,156.248,0,0,0
1231396,156.248,2tiegBWgWvtYAMmFt_cclue_1_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,1,9,0,1,0,0,0.0,0,2,0,0,0,0,156.249,0,0,0
1228276,156.249,2tiegBWgWvtYAMmFt_cclue_1_12,2tiegBWgWvtYAMmFt,hRLty7e6fGMsjgzJH,0,1,0,0,0,0,1,8,0,1,0,0,0.0,0,2,0,0,0,0,156.486,0,0,0
