,start,exposure_id,player_id,game_id,is_treatment_condition,is_spoke,is_link_or_spur,is_prompt,is_in_leads,is_in_deads,n_exposures,n_existing_leads,in_startup,in_peak,in_tail,in_close,n_rim_connections,n_triangle_paths,n_shared_edges,is_link,is_spur,is_exposed_t0,is_held_t0,stop,adopt_event,forget_event,is_caveman_game
2201206,283.595,BqD6C2aHZMCcqmfJh_tclue_5_10,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,1,0,2,10,0,0,1,0,4.0,0,5,1,0,0,0,287.097,0,0,0
2232406,287.097,BqD6C2aHZMCcqmfJh_tclue_5_10,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,1,0,2,9,0,0,1,0,3.0,0,4,1,0,0,0,297.033,0,1,0
2310406,297.033,BqD6C2aHZMCcqmfJh_tclue_5_10,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,1,2,8,0,0,1,0,1.0,0,4,1,0,0,0,371.423,0,0,0
1607,0.0,BqD6C2aHZMCcqmfJh_tclue_5_11,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,4,1,0,0,0,0.0,0,0,1,0,1,0,30.006,0,0,0
73367,30.006,BqD6C2aHZMCcqmfJh_tclue_5_11,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,4,0,1,0,0,0.0,0,0,1,0,1,0,35.191,0,0,0
101447,35.191,BqD6C2aHZMCcqmfJh_tclue_5_11,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,5,0,1,0,0,0.0,0,0,1,0,1,0,62.171,0,0,0
322967,62.171,BqD6C2aHZMCcqmfJh_tclue_5_11,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,6,0,1,0,0,0.0,0,0,1,0,1,0,72.546,0,0,0
463367,72.546,BqD6C2aHZMCcqmfJh_tclue_5_11,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,7,0,1,0,0,0.0,0,0,1,0,1,0,139.835,0,0,0
1046807,139.835,BqD6C2aHZMCcqmfJh_tclue_5_11,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,7,0,1,0,0,0.0,0,1,1,0,1,0,147.745,0,0,0
1127927,147.745,BqD6C2aHZMCcqmfJh_tclue_5_11,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,8,0,1,0,0,0.0,0,1,1,0,1,0,180.068,0,0,0
1436807,180.068,BqD6C2aHZMCcqmfJh_tclue_5_11,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,8,0,0,1,0,0.0,0,1,1,0,1,0,192.884,0,0,0
1524167,192.884,BqD6C2aHZMCcqmfJh_tclue_5_11,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,7,0,0,1,0,0.0,0,1,1,0,1,0,203.714,0,0,0
1592807,203.714,BqD6C2aHZMCcqmfJh_tclue_5_11,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,6,0,0,1,0,0.0,0,1,1,0,1,0,212.904,0,0,0
1645847,212.904,BqD6C2aHZMCcqmfJh_tclue_5_11,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,7,0,0,1,0,1.0,0,1,1,0,1,0,232.008,0,0,0
1780007,232.008,BqD6C2aHZMCcqmfJh_tclue_5_11,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,8,0,0,1,0,1.0,0,1,1,0,1,0,243.802,0,0,0
1867367,243.802,BqD6C2aHZMCcqmfJh_tclue_5_11,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,8,0,0,1,0,1.0,0,2,1,0,1,0,257.533,0,0,0
1973447,257.533,BqD6C2aHZMCcqmfJh_tclue_5_11,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,9,0,0,1,0,2.0,0,2,1,0,1,0,268.559,0,0,0
2076407,268.559,BqD6C2aHZMCcqmfJh_tclue_5_11,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,10,0,0,1,0,3.0,0,2,1,0,1,0,280.159,0,0,0
2173127,280.159,BqD6C2aHZMCcqmfJh_tclue_5_11,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,10,0,0,1,0,3.0,0,3,1,0,1,0,283.595,0,0,0
2201207,283.595,BqD6C2aHZMCcqmfJh_tclue_5_11,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,10,0,0,1,0,3.0,0,4,1,0,1,0,287.097,0,0,0
2232407,287.097,BqD6C2aHZMCcqmfJh_tclue_5_11,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,9,0,0,1,0,3.0,0,3,1,0,1,0,297.033,0,0,0
2310407,297.033,BqD6C2aHZMCcqmfJh_tclue_5_11,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,8,0,0,1,0,2.0,0,3,1,0,1,0,371.423,0,0,0
1608,0.0,BqD6C2aHZMCcqmfJh_tclue_5_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,4,1,0,0,0,0.0,0,0,1,0,0,0,30.006,0,0,0
73368,30.006,BqD6C2aHZMCcqmfJh_tclue_5_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,4,0,1,0,0,0.0,0,0,1,0,0,0,35.191,0,0,0
101448,35.191,BqD6C2aHZMCcqmfJh_tclue_5_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,5,0,1,0,0,0.0,0,0,1,0,0,0,62.171,0,0,0
322968,62.171,BqD6C2aHZMCcqmfJh_tclue_5_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,6,0,1,0,0,0.0,0,0,1,0,0,0,72.546,0,0,0
463368,72.546,BqD6C2aHZMCcqmfJh_tclue_5_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,7,0,1,0,0,0.0,0,0,1,0,0,0,82.163,0,0,0
525768,82.163,BqD6C2aHZMCcqmfJh_tclue_5_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,7,0,1,0,0,0.0,0,0,1,0,0,0,139.835,0,0,0
1046808,139.835,BqD6C2aHZMCcqmfJh_tclue_5_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,7,0,1,0,0,0.0,0,1,1,0,0,0,147.745,0,0,0
1127928,147.745,BqD6C2aHZMCcqmfJh_tclue_5_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,8,0,1,0,0,0.0,0,1,1,0,0,0,180.068,0,0,0
1436808,180.068,BqD6C2aHZMCcqmfJh_tclue_5_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,8,0,0,1,0,0.0,0,1,1,0,0,0,192.884,0,0,0
1524168,192.884,BqD6C2aHZMCcqmfJh_tclue_5_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,7,0,0,1,0,0.0,0,1,1,0,0,0,203.714,0,0,0
1592808,203.714,BqD6C2aHZMCcqmfJh_tclue_5_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,6,0,0,1,0,0.0,0,1,1,0,0,0,212.904,0,0,0
1645848,212.904,BqD6C2aHZMCcqmfJh_tclue_5_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,7,0,0,1,0,1.0,0,1,1,0,0,0,232.008,0,0,0
1780008,232.008,BqD6C2aHZMCcqmfJh_tclue_5_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,8,0,0,1,0,2.0,0,1,1,0,0,0,243.802,0,0,0
1867368,243.802,BqD6C2aHZMCcqmfJh_tclue_5_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,8,0,0,1,0,2.0,0,2,1,0,0,0,257.533,0,0,0
1973448,257.533,BqD6C2aHZMCcqmfJh_tclue_5_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,9,0,0,1,0,2.0,0,2,1,0,0,0,268.559,0,0,0
2076408,268.559,BqD6C2aHZMCcqmfJh_tclue_5_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,10,0,0,1,0,3.0,0,2,1,0,0,0,280.159,0,0,0
2173128,280.159,BqD6C2aHZMCcqmfJh_tclue_5_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,10,0,0,1,0,3.0,0,3,1,0,0,0,283.595,0,0,0
2201208,283.595,BqD6C2aHZMCcqmfJh_tclue_5_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,10,0,0,1,0,3.0,0,4,1,0,0,0,287.097,0,0,0
2232408,287.097,BqD6C2aHZMCcqmfJh_tclue_5_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,9,0,0,1,0,3.0,0,3,1,0,0,0,297.033,0,0,0
2310408,297.033,BqD6C2aHZMCcqmfJh_tclue_5_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,8,0,0,1,0,2.0,0,3,1,0,0,0,371.423,0,0,0
1615,0.0,BqD6C2aHZMCcqmfJh_tclue_6_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,4,1,0,0,0,0.0,0,0,1,0,0,0,30.006,0,0,0
73375,30.006,BqD6C2aHZMCcqmfJh_tclue_6_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,4,0,1,0,0,0.0,0,0,1,0,0,0,35.191,0,0,0
101455,35.191,BqD6C2aHZMCcqmfJh_tclue_6_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,5,0,1,0,0,0.0,0,0,1,0,0,0,62.171,0,0,0
322975,62.171,BqD6C2aHZMCcqmfJh_tclue_6_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,6,0,1,0,0,0.0,0,0,1,0,0,0,72.546,0,0,0
463375,72.546,BqD6C2aHZMCcqmfJh_tclue_6_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,7,0,1,0,0,0.0,0,0,1,0,0,0,147.745,0,0,0
1127935,147.745,BqD6C2aHZMCcqmfJh_tclue_6_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,8,0,1,0,0,1.0,0,0,1,0,0,0,180.068,0,0,0
1436815,180.068,BqD6C2aHZMCcqmfJh_tclue_6_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,8,0,0,1,0,1.0,0,0,1,0,0,0,192.884,0,0,0
1524175,192.884,BqD6C2aHZMCcqmfJh_tclue_6_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,7,0,0,1,0,1.0,0,0,1,0,0,0,203.714,0,0,0
1592815,203.714,BqD6C2aHZMCcqmfJh_tclue_6_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,6,0,0,1,0,1.0,0,0,1,0,0,0,212.904,0,0,0
1645855,212.904,BqD6C2aHZMCcqmfJh_tclue_6_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,7,0,0,1,0,1.0,0,0,1,0,0,0,232.008,0,0,0
1780015,232.008,BqD6C2aHZMCcqmfJh_tclue_6_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,8,0,0,1,0,2.0,0,0,1,0,0,0,254.928,0,0,0
1942255,254.928,BqD6C2aHZMCcqmfJh_tclue_6_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,8,0,0,1,0,2.0,0,4,1,0,0,0,257.533,0,0,0
1973455,257.533,BqD6C2aHZMCcqmfJh_tclue_6_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,9,0,0,1,0,2.0,0,5,1,0,0,0,267.479,0,0,0
2067055,267.479,BqD6C2aHZMCcqmfJh_tclue_6_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,9,0,0,1,0,2.0,0,6,1,0,0,0,268.559,0,0,0
2076415,268.559,BqD6C2aHZMCcqmfJh_tclue_6_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,10,0,0,1,0,3.0,0,6,1,0,0,0,287.097,0,0,0
2232415,287.097,BqD6C2aHZMCcqmfJh_tclue_6_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,9,0,0,1,0,3.0,0,5,1,0,0,0,297.033,0,0,0
2310415,297.033,BqD6C2aHZMCcqmfJh_tclue_6_12,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,8,0,0,1,0,3.0,0,5,1,0,0,0,371.423,0,0,0
1610,0.0,BqD6C2aHZMCcqmfJh_tclue_6_7,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,4,1,0,0,0,0.0,0,0,1,0,0,0,30.006,0,0,0
73370,30.006,BqD6C2aHZMCcqmfJh_tclue_6_7,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,4,0,1,0,0,0.0,0,0,1,0,0,0,35.191,0,0,0
101450,35.191,BqD6C2aHZMCcqmfJh_tclue_6_7,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,5,0,1,0,0,0.0,0,0,1,0,0,0,62.171,0,0,0
322970,62.171,BqD6C2aHZMCcqmfJh_tclue_6_7,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,6,0,1,0,0,0.0,0,0,1,0,0,0,72.546,0,0,0
463370,72.546,BqD6C2aHZMCcqmfJh_tclue_6_7,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,7,0,1,0,0,0.0,0,0,1,0,0,0,147.745,0,0,0
1127930,147.745,BqD6C2aHZMCcqmfJh_tclue_6_7,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,8,0,1,0,0,1.0,0,0,1,0,0,0,159.929,0,0,0
1271450,159.929,BqD6C2aHZMCcqmfJh_tclue_6_7,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,8,0,1,0,0,1.0,0,6,1,0,0,0,180.068,0,0,0
1436810,180.068,BqD6C2aHZMCcqmfJh_tclue_6_7,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,8,0,0,1,0,1.0,0,6,1,0,0,0,192.884,0,0,0
1524170,192.884,BqD6C2aHZMCcqmfJh_tclue_6_7,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,7,0,0,1,0,1.0,0,5,1,0,0,0,203.714,0,0,0
1592810,203.714,BqD6C2aHZMCcqmfJh_tclue_6_7,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,6,0,0,1,0,1.0,0,4,1,0,0,0,212.904,0,0,0
1645850,212.904,BqD6C2aHZMCcqmfJh_tclue_6_7,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,7,0,0,1,0,1.0,0,4,1,0,0,0,232.008,0,0,0
1780010,232.008,BqD6C2aHZMCcqmfJh_tclue_6_7,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,8,0,0,1,0,1.0,0,4,1,0,0,0,257.533,0,0,0
1973450,257.533,BqD6C2aHZMCcqmfJh_tclue_6_7,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,9,0,0,1,0,1.0,0,5,1,0,0,0,267.479,0,0,0
2067050,267.479,BqD6C2aHZMCcqmfJh_tclue_6_7,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,9,0,0,1,0,1.0,0,6,1,0,0,0,268.559,0,0,0
2076410,268.559,BqD6C2aHZMCcqmfJh_tclue_6_7,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,10,0,0,1,0,1.0,0,6,1,0,0,0,287.097,0,0,0
2232410,287.097,BqD6C2aHZMCcqmfJh_tclue_6_7,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,9,0,0,1,0,1.0,0,5,1,0,0,0,297.033,0,0,0
2310410,297.033,BqD6C2aHZMCcqmfJh_tclue_6_7,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,8,0,0,1,0,1.0,0,5,1,0,0,0,371.423,0,0,0
1611,0.0,BqD6C2aHZMCcqmfJh_tclue_6_8,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,4,1,0,0,0,0.0,0,0,1,0,1,0,12.818,0,0,0
10971,12.818,BqD6C2aHZMCcqmfJh_tclue_6_8,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,4,1,0,0,0,0.0,0,0,1,0,1,0,30.006,0,0,0
73371,30.006,BqD6C2aHZMCcqmfJh_tclue_6_8,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,4,0,1,0,0,0.0,0,0,1,0,1,0,35.191,0,0,0
101451,35.191,BqD6C2aHZMCcqmfJh_tclue_6_8,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,5,0,1,0,0,0.0,0,0,1,0,1,0,62.171,0,0,0
322971,62.171,BqD6C2aHZMCcqmfJh_tclue_6_8,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,6,0,1,0,0,0.0,0,0,1,0,1,0,72.546,0,0,0
463371,72.546,BqD6C2aHZMCcqmfJh_tclue_6_8,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,7,0,1,0,0,0.0,0,0,1,0,1,0,147.745,0,0,0
1127931,147.745,BqD6C2aHZMCcqmfJh_tclue_6_8,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,8,0,1,0,0,1.0,0,0,1,0,1,0,180.068,0,0,0
1436811,180.068,BqD6C2aHZMCcqmfJh_tclue_6_8,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,8,0,0,1,0,1.0,0,0,1,0,1,0,192.884,0,0,0
1524171,192.884,BqD6C2aHZMCcqmfJh_tclue_6_8,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,7,0,0,1,0,1.0,0,0,1,0,1,0,203.714,0,0,0
1592811,203.714,BqD6C2aHZMCcqmfJh_tclue_6_8,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,6,0,0,1,0,1.0,0,0,1,0,1,0,212.904,0,0,0
1645851,212.904,BqD6C2aHZMCcqmfJh_tclue_6_8,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,7,0,0,1,0,1.0,0,0,1,0,1,0,232.008,0,0,0
1780011,232.008,BqD6C2aHZMCcqmfJh_tclue_6_8,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,8,0,0,1,0,1.0,0,0,1,0,1,0,257.533,0,0,0
1973451,257.533,BqD6C2aHZMCcqmfJh_tclue_6_8,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,9,0,0,1,0,1.0,0,0,1,0,1,0,268.559,0,0,0
2076411,268.559,BqD6C2aHZMCcqmfJh_tclue_6_8,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,10,0,0,1,0,1.0,0,0,1,0,1,0,287.097,0,0,0
2232411,287.097,BqD6C2aHZMCcqmfJh_tclue_6_8,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,9,0,0,1,0,1.0,0,0,1,0,1,0,297.033,0,0,0
2310411,297.033,BqD6C2aHZMCcqmfJh_tclue_6_8,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,0,8,0,0,1,0,1.0,0,0,1,0,1,0,371.423,0,0,0
1618,0.0,BqD6C2aHZMCcqmfJh_tclue_7_9,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,4,1,0,0,0,1.0,0,0,1,0,1,0,30.006,0,0,0
73378,30.006,BqD6C2aHZMCcqmfJh_tclue_7_9,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,4,0,1,0,0,1.0,0,0,1,0,1,0,35.191,0,0,0
101458,35.191,BqD6C2aHZMCcqmfJh_tclue_7_9,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,5,0,1,0,0,1.0,0,0,1,0,1,0,62.171,0,0,0
322978,62.171,BqD6C2aHZMCcqmfJh_tclue_7_9,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,6,0,1,0,0,1.0,0,0,1,0,1,0,72.546,0,0,0
463378,72.546,BqD6C2aHZMCcqmfJh_tclue_7_9,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,7,0,1,0,0,1.0,0,0,1,0,1,0,139.835,0,0,0
1046818,139.835,BqD6C2aHZMCcqmfJh_tclue_7_9,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,7,0,1,0,0,1.0,0,1,1,0,1,0,147.745,0,0,0
1127938,147.745,BqD6C2aHZMCcqmfJh_tclue_7_9,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,8,0,1,0,0,1.0,0,1,1,0,1,0,180.068,0,0,0
1436818,180.068,BqD6C2aHZMCcqmfJh_tclue_7_9,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,8,0,0,1,0,1.0,0,1,1,0,1,0,192.884,0,0,0
1524178,192.884,BqD6C2aHZMCcqmfJh_tclue_7_9,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,7,0,0,1,0,1.0,0,1,1,0,1,0,203.714,0,0,0
1592818,203.714,BqD6C2aHZMCcqmfJh_tclue_7_9,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,6,0,0,1,0,1.0,0,1,1,0,1,0,212.904,0,0,0
1645858,212.904,BqD6C2aHZMCcqmfJh_tclue_7_9,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,7,0,0,1,0,1.0,0,1,1,0,1,0,232.008,0,0,0
1780018,232.008,BqD6C2aHZMCcqmfJh_tclue_7_9,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,8,0,0,1,0,1.0,0,1,1,0,1,0,243.802,0,0,0
1867378,243.802,BqD6C2aHZMCcqmfJh_tclue_7_9,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,8,0,0,1,0,1.0,0,2,1,0,1,0,257.533,0,0,0
1973458,257.533,BqD6C2aHZMCcqmfJh_tclue_7_9,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,9,0,0,1,0,1.0,0,2,1,0,1,0,268.559,0,0,0
2076418,268.559,BqD6C2aHZMCcqmfJh_tclue_7_9,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,10,0,0,1,0,1.0,0,2,1,0,1,0,280.159,0,0,0
2173138,280.159,BqD6C2aHZMCcqmfJh_tclue_7_9,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,10,0,0,1,0,1.0,0,3,1,0,1,0,283.595,0,0,0
2201218,283.595,BqD6C2aHZMCcqmfJh_tclue_7_9,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,10,0,0,1,0,1.0,0,4,1,0,1,0,287.097,0,0,0
2232418,287.097,BqD6C2aHZMCcqmfJh_tclue_7_9,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,9,0,0,1,0,1.0,0,3,1,0,1,0,297.033,0,0,0
2310418,297.033,BqD6C2aHZMCcqmfJh_tclue_7_9,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,8,0,0,1,0,1.0,0,3,1,0,1,0,371.423,0,0,0
1627,0.0,BqD6C2aHZMCcqmfJh_tclue_8_13,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,4,1,0,0,0,2.0,0,0,1,0,1,0,26.26,0,0,0
54667,26.26,BqD6C2aHZMCcqmfJh_tclue_8_13,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,4,1,0,0,0,2.0,0,1,1,0,1,0,30.006,0,0,0
73387,30.006,BqD6C2aHZMCcqmfJh_tclue_8_13,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,4,0,1,0,0,2.0,0,1,1,0,1,0,35.191,0,0,0
101467,35.191,BqD6C2aHZMCcqmfJh_tclue_8_13,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,5,0,1,0,0,2.0,0,1,1,0,1,0,62.171,0,0,0
322987,62.171,BqD6C2aHZMCcqmfJh_tclue_8_13,BqD6C2aHZMCcqmfJh,hRLty7e6fGMsjgzJH,1,0,1,0,0,0,1,6,0,1,0,0,2.0,0,1,1,0,1,0,72.546,0,0,0
